තමා වෙත කෙතෙක් ලැබුණත් තෘප්තිමත් නොවීම හා අනුන් සන්තකය තමා වෙත ලබා ගැනීමට ඇති ලොල්බව අත්‍රිච්ඡතාවයයි.	ලොල්බව	ආශාව	ආශාව	ආශාව	ඇල්ම	ඇල්ම	ඇල්ම	කැමැත්ත	කැමැත්ත	ප්‍රියතාවය	ප්‍රියතාවය
නිරිත දිග මෝසම් වර්ෂාව ආරම්භයත් සමග මධ්‍යම කඳුකරයේ බටහිර බෑවුම් ප්‍රදේශවලට තද වැසි පතනය වන අතර එම වර්ෂාවෙන් බොහෝ දියඇලි ක්ෂණිකව පෝෂණය ලබමින් දැකුම්කළුව ගලා බසියි.	දැකුම්කළුව	මනරම්ව	මනරම්ව	මනරම්ව	මනරම්ව	පියකරුව	පියකරුව	පියකරුව	සුන්දරව	සුන්දරව	සුන්දරව
එයිනුත් පසුගිය දශක කිහිපය තුළ සිදුවී ඇති වෙනස්කම් වඩාත් කැපී පෙනෙන නිසා ආදර හසුන් ගැන තරමක් උනන්දු වී සොයා බැලීම වඩාත් රසවත් වන්නේය.	හසුන්	ලියුම්	ලියුම්	ලියුම්	ලියුම්	ලියුම්	ලිපි	ලිපි	ලිපි	ලියමන්	ලියමන්
අධික බර නිසා වගේම අධික කෘශ බව කියන්නෙත් මානසිකව පවා අපහසුතාවට පත් කරවන දෙයක්.	කෘශ	කෙට්ටු	කෙට්ටු	කෙට්ටු	කෙට්ටු	සිහින්	සිහින්	සිහින්	කෙසඟ	කෙසඟ	කෙසඟ
පැරිසියේ ලූවර් කෞතුකාගාරයේ තැන්පත් කර ඇති ලෝක ප්‍රකට “මොනාලිසා” සිතුවම වෙතට විරෝධතාකරුවන් පිරිසක් විසින් සුප් ප්‍රහාරයක් එල්ල කර තිබෙනවා.	ප්‍රකට	ප්‍රසිද්ධ	ප්‍රසිද්ධ	ප්‍රසිද්ධ	ප්‍රසිද්ධ	ප්‍රසිද්ධ	ප්‍රසිද්ධ	පූජිත	පූජිත	පූජිත	පතල
මේ රටේ මුස්ලිම් ජනතාවට ඉස්ලාමීය ජනතාවට කරන්න පුළුවන් ලොකුම නිග්‍රහය කළේ රාජපක්ෂලා බවත් කොවිඩ් සමයේ භූමදානය ද ආදාහනය ද යන ගැටලුවේ දී ඔවුන් කටයුතු කළේ තමන්ට හිතෙන ආකාරයට බවත් විපක්ෂ නායකවරයා පැවසීය.	නිග්‍රහය	අපහාසය	අපහාසය	අපහාසය	අපහාසය	නින්දාව	නින්දාව	නින්දාව	අවමානය	අවමානය	අවමානය
එම සිතුවම් විනාශයට පත් කරමින් ගලා එන වැසි ජලය විහාරස්ථානයේ විවිධ පෞරාණික පිළිම වහන්සේ වෙත ගලාවිත් ඒවාද විනාශ වෙමින් පවතී.	පෞරාණික	පැරණි	පැරණි	පැරණි	පැරණි	පුරාණ	පුරාණ	පුරාණ	පුරාණ	ආදී	ආදී
විවිධ වර්ණයෙන් විසිතුරු වු චූඩාමාණික්‍යයෙහි රශ්මිය වැදීමෙන් සරත් කාලයේ පායන සූර්ය බිම්බයේ සුන්දරත්වය ලැබුවා වු, පුරා දිලෙන සේසත් ඇති සිංහාසනය මැද උතුම් නරනිදු අසුන් අරා වැඩ හුන් කල්හි.	නරනිදු	රජතුමා	රජතුමා	රජතුමා	රජතුමා	රජු	රජු	රජු	නිරිඳු	නිරිඳු	නිරිඳු
2021 වසරේ පැවති අපොස උසස් පෙළ විභාගයේ මුළු දිවයිනෙන්ම ප්‍රවීණතා දැක් වූ සිසුන් ඇගයීම අධ්‍යාපන අමාත්‍ය සුසිල් ප්‍රේම්ජයන්ත් මහතාගේ ප්‍රධානත්වයෙන් ඊයේ (15) සිදුවිය.	ප්‍රවීණතා	දක්ෂතා	දක්ෂතා	දක්ෂතා	දස්කම්	දස්කම්	සමත්කම්	සමත්කම්	හපන්කම්	හපන්කම්	කුසලතා
ඔහුගේ අභාවයෙන් පසු කලෙක මෙම ගෘහය රජයට පවරා ගෙන ඇති අතර එතැන් පටන් ගම්පහ කච්චේරිය ලෙසින් මෙය භාවිත කරනු ලබයි.	ගෘහය	ගෙය	ගෙය	ගෙය	ගෙදර	ගෙදර	ගෙදර	නිවස	නිවස	මන්දිරය	මන්දිරය
තමන් විසින් සිටුවන ලද කෙසෙල් ගස්වල හටගත් කැන් දෙකක් කපාගෙන ගිය සොරුන්ට දඬුවම් කරන ලෙස ඉල්ලා වස්කවි කියවූ පුද්ගලයකුගේ පහන් පැලද හොරු ගෙනගිය පුවතක් දකුණු පළාතේ ගිං ගඟ අසබඩ ගම්මානයකින් වාර්තා වේ.	අසබඩ	ළඟ	ළඟ	ළඟ	අසල	අසල	අසල	ආසන්න	ආසන්න	කිට්ටුව	කිට්ටුව
ජාතික වශයෙන් උද්ගත වූ මේ අවශ්‍යතාව දුටු මාතර නගරයේ සුප්‍රකට ව්‍යාපාරිකයකු වූ සී.ඒ. ඕදිරිස් ද සිල්වා දානපතිඳුන් විසින් සිය පවුලේ උරුමය වූ සරම් වලව්ව පිහිටි අගනා භූමිය, වඩාත් ඉඩ පහසුකම් සහිත නව ගොඩනැඟිලි කීපයක් ඉදිකිරීම පිණිස පාසලට පරිත්‍යාග කරන ලදී.	භූමිය	ඉඩම	ඉඩම	ඉඩම	ඉඩම	ඉඩම	ඉඩම	ඉඩම්කොටස	ඉඩම්කොටස	බිම	බිම
සක්දෙවිඳුන් යනු අතීත සංසාරයේ බොහෝ කාලයක් දාන, ශීල, භාවනා ආදී ත්‍රිවිධ පුණ්‍ය ක්‍රියා මැනවින් ඉහළ පරිසාධන මට්ටමකින් අසාමාන්‍ය ලෙස සිදුකළ උත්තමයෙකි.	පුණ්‍ය	කුසල්	කුසල්	කුසල්	කුසල්	කුසල්	පින්	පින්	පින්	හොඳ	හොඳ
සුන්දර බදුල්ල නගරයේ සිට කිලෝමීටර් 13ක් පමණ දුරක් ගිය පසු මෙම දර්ශනීය ලී පාලම දැකබලාගත හැකි අතර විහාරස්ථානය අවට පවත්නා බෑවුම් සහිත භූමිය සහ විශාල ගස්වැල් හේතුවෙන් දුර සිට නරඹන්නන්ගේ දෑසින් මෙම විහාරස්ථානය ආවරණය වී ඇත.	දර්ශනීය	ලස්සන	ලස්සන	ලස්සන	ලස්සන	ලස්සන	පියකරු	පියකරු	පියකරු	දැකුම්කළු	දැකුම්කළු
දින කිහිපයක සිට දුඟඳක් හමන බවට අසල්වැසියන් විසින් සිදුකළ දැනුම් දීමක් මත පොලිසිය එම නිවසට ගොස් පරීක්‍ෂා කිරීමේ දී එම නිවසේ ඇඳක් මත වයෝවෘද්ධ පිරිමි පුද්ගලයාගේ මළ සිරුර සොයාගෙන තිබේ.	වයෝවෘද්ධ	වයසක	වයසක	වයසක	වයසක	මහළු	මහළු	මහළු	නාකි	නාකි	වියපත්
මෙම සිරිත ආරම්භවූයේ නෞකාවක කපිතාන් හෝ ජ්‍යේෂ්ඨ නිලධාරියෙකුගේ විපතේ දී ඔහුට දැක්වූ උපහාරයක් වශයෙනි. නැවේ අනෙකුත් කාර්යයමණ්ඩලය ධජය අඩකුඹුකර සිදුවූ විපත සිහිපත් කරයි.	ධජය	කොඩිය	කොඩිය	කොඩිය	කොඩිය	කොඩිය	කොඩිය	දදය	දදය	සලකුණ	සලකුණ
තායිලන්තයේ රාජකීය සඟරජ පරපුරේ ප්‍රාකෘ උඩොම් දම්මානුකුල් විබන්පෑව් නායක ස්වාමීන් වහන්සේගේ අනුශාසනා පරිදි ලුවම් පු සෘෂි කෙත් කැච් තාපසතුමා ඇතුළු තායිලන්ත දායක දායිකාවන්ගේ අනුග්‍රහයෙන් මෙම ලෝහමය ප්‍රතිමාව ඉදිකර තිබේ.	ප්‍රතිමාව	පිළිමය	පිළිමය	පිළිමය	පිළිමය	පිළිරුව	පිළිරුව	පිළිරුව	පිළිරුව	අනුරුව	අනුරුව
මෑතදී පුරාවිද්‍යා දෙපාර්තමේන්තුව විසින් කරන ලද ගවේෂණයන්හිදී සොයාගෙන ඇති අලුත් තොරතුරුත්, පුරාවස්තූන්ද මෙහි යටගිය කතාව තවත් පෝෂණය කරන්නට සාක්‍ෂි සපයා ඇත.	යටගිය	අතීත	අතීත	අතීත	අතීත	පැරණි	පැරණි	පැරණි	පුරාණ	පුරාණ	පුරාණ
35 හැවිරිදි මෙසීගේ මෙම නවතම හුවමාරුව අනුව නැවතත් ඔහු⁣ගේ දිගුකාලින ප්‍රතිමල්ලවයා වන ක්‍රීස්ටියානෝ රොනල්ඩෝ අභිමුඛ වීමට නියමිතය.	ප්‍රතිමල්ලවයා	ප්‍රතිවාදියා	ප්‍රතිවාදියා	ප්‍රතිවාදියා	ප්‍රතිවාදියා	තරඟකරුවා	තරඟකරුවා	තරඟකරුවා	තරඟකරුවා	සතුරා	සතුරා
සිද්ධිය පිලිබඳව සැලවූ දෙමාපියන් යුහුසුලව තම දරුවන් පාසලෙන් රැගෙන ගොස් තිබේ.	යුහුසුලව	ඉක්මනින්	ඉක්මනින්	ඉක්මනින්	වහාම	වහාම	වහාම	නොපමාව	නොපමාව	විගසින්	විගසින්
