si_11	sinhala	තමා වෙත කෙතෙක් ලැබුණත් තෘප්තිමත් නොවීම හා අනුන් සන්තකය තමා වෙත ලබා ගැනීමට ඇති ලොල්බව අත්‍රිච්ඡතාවයයි.	ලොල්බව	0.12	ආශාව	ආශාව	ආශාව	ඇල්ම	ඇල්ම	ඇල්ම	කැමැත්ත	කැමැත්ත	ප්‍රියතාවය	ප්‍රියතාවය
si_12	sinhala	නිරිත දිග මෝසම් වර්ෂාව ආරම්භයත් සමග මධ්‍යම කඳුකරයේ බටහිර බෑවුම් ප්‍රදේශවලට තද වැසි පතනය වන අතර එම වර්ෂාවෙන් බොහෝ දියඇලි ක්ෂණිකව පෝෂණය ලබමින් දැකුම්කළුව ගලා බසියි.	දැකුම්කළුව	0.09	මනරම්ව	මනරම්ව	මනරම්ව	මනරම්ව	පියකරුව	පියකරුව	පියකරුව	සුන්දරව	සුන්දරව	සුන්දරව
si_13	sinhala	එයිනුත් පසුගිය දශක කිහිපය තුළ සිදුවී ඇති වෙනස්කම් වඩාත් කැපී පෙනෙන නිසා ආදර හසුන් ගැන තරමක් උනන්දු වී සොයා බැලීම වඩාත් රසවත් වන්නේය.	හසුන්	0.08	ලියුම්	ලියුම්	ලියුම්	ලියුම්	ලියුම්	ලිපි	ලිපි	ලිපි	ලියමන්	ලියමන්
si_14	sinhala	අධික බර නිසා වගේම අධික කෘශ බව කියන්නෙත් මානසිකව පවා අපහසුතාවට පත් කරවන දෙයක්.	කෘශ	0.07	කෙට්ටු	කෙට්ටු	කෙට්ටු	කෙට්ටු	සිහින්	සිහින්	සිහින්	කෙසඟ	කෙසඟ	කෙසඟ
si_15	sinhala	පැරිසියේ ලූවර් කෞතුකාගාරයේ තැන්පත් කර ඇති ලෝක ප්‍රකට “මොනාලිසා” සිතුවම වෙතට විරෝධතාකරුවන් පිරිසක් විසින් සුප් ප්‍රහාරයක් එල්ල කර තිබෙනවා.	ප්‍රකට	0.07	ප්‍රසිද්ධ	ප්‍රසිද්ධ	ප්‍රසිද්ධ	ප්‍රසිද්ධ	ප්‍රසිද්ධ	ප්‍රසිද්ධ	පූජිත	පූජිත	පූජිත	පතල
si_16	sinhala	මේ රටේ මුස්ලිම් ජනතාවට ඉස්ලාමීය ජනතාවට කරන්න පුළුවන් ලොකුම නිග්‍රහය කළේ රාජපක්ෂලා බවත් කොවිඩ් සමයේ භූමදානය ද ආදාහනය ද යන ගැටලුවේ දී ඔවුන් කටයුතු කළේ තමන්ට හිතෙන ආකාරයට බවත් විපක්ෂ නායකවරයා පැවසීය.	නිග්‍රහය	0.05	අපහාසය	අපහාසය	අපහාසය	අපහාසය	නින්දාව	නින්දාව	නින්දාව	අවමානය	අවමානය	අවමානය
si_17	sinhala	එම සිතුවම් විනාශයට පත් කරමින් ගලා එන වැසි ජලය විහාරස්ථානයේ විවිධ පෞරාණික පිළිම වහන්සේ වෙත ගලාවිත් ඒවාද විනාශ වෙමින් පවතී.	පෞරාණික	0.12	පැරණි	පැරණි	පැරණි	පැරණි	පුරාණ	පුරාණ	පුරාණ	පුරාණ	ආදී	ආදී
si_18	sinhala	විවිධ වර්ණයෙන් විසිතුරු වු චූඩාමාණික්‍යයෙහි රශ්මිය වැදීමෙන් සරත් කාලයේ පායන සූර්ය බිම්බයේ සුන්දරත්වය ලැබුවා වු, පුරා දිලෙන සේසත් ඇති සිංහාසනය මැද උතුම් නරනිදු අසුන් අරා වැඩ හුන් කල්හි.	නරනිදු	0.42	රජතුමා	රජතුමා	රජතුමා	රජතුමා	රජු	රජු	රජු	නිරිඳු	නිරිඳු	නිරිඳු
si_19	sinhala	2021 වසරේ පැවති අපොස උසස් පෙළ විභාගයේ මුළු දිවයිනෙන්ම ප්‍රවීණතා දැක් වූ සිසුන් ඇගයීම අධ්‍යාපන අමාත්‍ය සුසිල් ප්‍රේම්ජයන්ත් මහතාගේ ප්‍රධානත්වයෙන් ඊයේ (15) සිදුවිය.	ප්‍රවීණතා	0.14	දක්ෂතා	දක්ෂතා	දක්ෂතා	දස්කම්	දස්කම්	සමත්කම්	සමත්කම්	හපන්කම්	හපන්කම්	කුසලතා
si_20	sinhala	ඔහුගේ අභාවයෙන් පසු කලෙක මෙම ගෘහය රජයට පවරා ගෙන ඇති අතර එතැන් පටන් ගම්පහ කච්චේරිය ලෙසින් මෙය භාවිත කරනු ලබයි.	ගෘහය	0.23	ගෙය	ගෙය	ගෙය	ගෙදර	ගෙදර	ගෙදර	නිවස	නිවස	මන්දිරය	මන්දිරය
si_21	sinhala	තමන් විසින් සිටුවන ලද කෙසෙල් ගස්වල හටගත් කැන් දෙකක් කපාගෙන ගිය සොරුන්ට දඬුවම් කරන ලෙස ඉල්ලා වස්කවි කියවූ පුද්ගලයකුගේ පහන් පැලද හොරු ගෙනගිය පුවතක් දකුණු පළාතේ ගිං ගඟ අසබඩ ගම්මානයකින් වාර්තා වේ.	අසබඩ	0.18	ළඟ	ළඟ	ළඟ	අසල	අසල	අසල	ආසන්න	ආසන්න	කිට්ටුව	කිට්ටුව
si_22	sinhala	ජාතික වශයෙන් උද්ගත වූ මේ අවශ්‍යතාව දුටු මාතර නගරයේ සුප්‍රකට ව්‍යාපාරිකයකු වූ සී.ඒ. ඕදිරිස් ද සිල්වා දානපතිඳුන් විසින් සිය පවුලේ උරුමය වූ සරම් වලව්ව පිහිටි අගනා භූමිය, වඩාත් ඉඩ පහසුකම් සහිත නව ගොඩනැඟිලි කීපයක් ඉදිකිරීම පිණිස පාසලට පරිත්‍යාග කරන ලදී.	භූමිය	0.19	ඉඩම	ඉඩම	ඉඩම	ඉඩම	ඉඩම	ඉඩම	ඉඩම්කොටස	ඉඩම්කොටස	බිම	බිම
si_23	sinhala	සක්දෙවිඳුන් යනු අතීත සංසාරයේ බොහෝ කාලයක් දාන, ශීල, භාවනා ආදී ත්‍රිවිධ පුණ්‍ය ක්‍රියා මැනවින් ඉහළ පරිසාධන මට්ටමකින් අසාමාන්‍ය ලෙස සිදුකළ උත්තමයෙකි.	පුණ්‍ය	0.26	කුසල්	කුසල්	කුසල්	කුසල්	කුසල්	පින්	පින්	පින්	හොඳ	හොඳ
si_24	sinhala	සුන්දර බදුල්ල නගරයේ සිට කිලෝමීටර් 13ක් පමණ දුරක් ගිය පසු මෙම දර්ශනීය ලී පාලම දැකබලාගත හැකි අතර විහාරස්ථානය අවට පවත්නා බෑවුම් සහිත භූමිය සහ විශාල ගස්වැල් හේතුවෙන් දුර සිට නරඹන්නන්ගේ දෑසින් මෙම විහාරස්ථානය ආවරණය වී ඇත.	දර්ශනීය	0.08	ලස්සන	ලස්සන	ලස්සන	ලස්සන	ලස්සන	පියකරු	පියකරු	පියකරු	දැකුම්කළු	දැකුම්කළු
si_25	sinhala	දින කිහිපයක සිට දුඟඳක් හමන බවට අසල්වැසියන් විසින් සිදුකළ දැනුම් දීමක් මත පොලිසිය එම නිවසට ගොස් පරීක්‍ෂා කිරීමේ දී එම නිවසේ ඇඳක් මත වයෝවෘද්ධ පිරිමි පුද්ගලයාගේ මළ සිරුර සොයාගෙන තිබේ.	වයෝවෘද්ධ	0.43	වයසක	වයසක	වයසක	වයසක	මහළු	මහළු	මහළු	නාකි	නාකි	වියපත්
si_26	sinhala	මෙම සිරිත ආරම්භවූයේ නෞකාවක කපිතාන් හෝ ජ්‍යේෂ්ඨ නිලධාරියෙකුගේ විපතේ දී ඔහුට දැක්වූ උපහාරයක් වශයෙනි. නැවේ අනෙකුත් කාර්යයමණ්ඩලය ධජය අඩකුඹුකර සිදුවූ විපත සිහිපත් කරයි.	ධජය	0.35	කොඩිය	කොඩිය	කොඩිය	කොඩිය	කොඩිය	කොඩිය	දදය	දදය	සලකුණ	සලකුණ
si_27	sinhala	තායිලන්තයේ රාජකීය සඟරජ පරපුරේ ප්‍රාකෘ උඩොම් දම්මානුකුල් විබන්පෑව් නායක ස්වාමීන් වහන්සේගේ අනුශාසනා පරිදි ලුවම් පු සෘෂි කෙත් කැච් තාපසතුමා ඇතුළු තායිලන්ත දායක දායිකාවන්ගේ අනුග්‍රහයෙන් මෙම ලෝහමය ප්‍රතිමාව ඉදිකර තිබේ.	ප්‍රතිමාව	0.26	පිළිමය	පිළිමය	පිළිමය	පිළිමය	පිළිරුව	පිළිරුව	පිළිරුව	පිළිරුව	අනුරුව	අනුරුව
si_28	sinhala	මෑතදී පුරාවිද්‍යා දෙපාර්තමේන්තුව විසින් කරන ලද ගවේෂණයන්හිදී සොයාගෙන ඇති අලුත් තොරතුරුත්, පුරාවස්තූන්ද මෙහි යටගිය කතාව තවත් පෝෂණය කරන්නට සාක්‍ෂි සපයා ඇත.	යටගිය	0.39	අතීත	අතීත	අතීත	අතීත	පැරණි	පැරණි	පැරණි	පුරාණ	පුරාණ	පුරාණ
si_29	sinhala	35 හැවිරිදි මෙසීගේ මෙම නවතම හුවමාරුව අනුව නැවතත් ඔහු⁣ගේ දිගුකාලින ප්‍රතිමල්ලවයා වන ක්‍රීස්ටියානෝ රොනල්ඩෝ අභිමුඛ වීමට නියමිතය.	ප්‍රතිමල්ලවයා	0.65	ප්‍රතිවාදියා	ප්‍රතිවාදියා	ප්‍රතිවාදියා	ප්‍රතිවාදියා	තරඟකරුවා	තරඟකරුවා	තරඟකරුවා	තරඟකරුවා	සතුරා	සතුරා
si_30	sinhala	සිද්ධිය පිලිබඳව සැලවූ දෙමාපියන් යුහුසුලව තම දරුවන් පාසලෙන් රැගෙන ගොස් තිබේ.	යුහුසුලව	0.11	ඉක්මනින්	ඉක්මනින්	ඉක්මනින්	වහාම	වහාම	වහාම	නොපමාව	නොපමාව	විගසින්	විගසින්
